review,sentiment
"Mutluluğu sordular. Kaldırımın kıyısından kayıp düşen sıkı dostuna gülen insanı gösterdim. O kadarcıktı mutluluk; bayağı, safi, payidar.	
",0
"Mutsuzlukla yoğrulmuşuz mutluluk bize haram...	
",0
"Ne güzel bir cumartesi evde mal gibi oturuyorum	
",0
"Ne sevimsiz bir gece  bu gece yaa uyku 0 0 0 !	
",0
"Ne zaman mutlu olsak biri geliyo mutluluk gidiyor amınakoyim	
",0
"Ne zaman yoğun şeyler yaşasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir 
",0
"#SedefeÇözümDrİlteberBahadır Ölüsü olan bir gün ağlar, delisi olan her gün ağlar.	
",0
"Ne çok hasret saklıymış bir günde	
",0
"Nedir bu benim her gece çektiğim aynı eziyet ??	
",0
"Nerde mal var beni buluyo gece gece amk	
",0
"Neyse bu gece daha fazla kafa patlatmaya gerek yok. Nasıl olsa yarın sabah uyandığımda aynı dertleri elimle koymuş gibi yine bulurum!	
",0
"O gece elimde ki sigaradan daha cok yanmıştı içim.	
",0
"Offf ulan offf mutluluk neden bu kadar uzak bana nedennnnn	
",0
"Okkalı küfürler etmek istediğim bir sürü isim var. Gece yine aklıma geldi.	
",0
"Olum gece gece çok hüzünlendim amk	
",0
"Ona bir fırça daha attım. akşam akşam rahatladım :) 
",0
"RT @13burctahmin: ♌ ASLAN : En gözü kara burçtur, inanın bir anlık sinir ve kıskançlık yüzünden çok gemiler yakmıştır. Aslan'ı hayal kırıkl…	
",0
"#Superonline alın bu video'yu izleyin. Adil kulanım diye kota koymak, afferin size. 
",0
"RT @13burctahmin: ♏ AKREP : Etrafında seni çekemeyen başarılarına katlanamayan bir çok insan var. Her fırsatta ayağına dolaşan insanları ge…	
",0
"RT @13burrc: BALIK Balık ""Bir şeyim yok"" diyorsa: % 60 Tepesi atıktır, % 20 Canına okuyacaktır, ,9 Gıcıktır , %0,1 Bişeyi yoktur	
",0
"RT @1926_babacan: #yetmiyor mu 170 bin kişinin Cezaevinde olması demekki #yetmiyor @fatihportakal !!!! 
",0
"RT @AbbasGucluTR: öğretmen olmak zorlaşıyormuş!sanki şimdiye kadar kolaydı.atandıktan sonra,bir yıllık stajyerlik bitince müdürler karar ve…	
",0
"RT @AhmedCelikten: Bir Vatandaşın Gönderdiği Resim. Mesajı ise :""Afişe Bile Tahammülleri yok. Bu nasıl Müslümanlık."" şeklinde. 	
",0
"RT @Akparti_destek: Halkın %51 oyuyla gelmiş bir Başbakan ve hükümet ancak halkın oyuyla gider. Herkes sandığı kabullenmezse bu ülkede yaşa…	
",0
"RT @AlaattinCAGIL: İlgisizlik; bir insanı kaybetmeyi göze almanın en birinci yolu.	
",0
"RT @AnilCkc: Ben her gece ağlaya ağlaya sana kızarak uyudum. Ve her sabaha seni en başından severek uyandım. Bu canımı nasıl yakıyor biliyo…	
",0
"RT @Arslan_Cakr: Mutluluk haram bize .	
",0
"RT @AtillaTasNet: Bu insanları gördükçe ne kadar doğru bir yerde durduğumu bir kez daha anlıyorum. Menfaat ne pis bir şey arkadaş! http://t…	
",0
"#Superonlinedan nasıl kurtuldum? 
",0
"RT @AyvazYlmaz1: toplandigimiz mekanı basmaya gelirken büyük bir baskın yiyen bütün Beşiktaşlı yoldaşlarımıza slm ve geçmiş olsun :)	
",0
"RT @Batman_dark_: Oktay Kaynarca 15 yıl hapsi istenince açık konuştu: ''Gezi başlı başına bir hataydı''	
",0
"RT @BirDubLeRaki: Aslında mutluluk rakı kadehinin son damlası gibiydi, içtik ve bitti.	
",0
"RT @C_Sureyadizesi: Çok mu ayıp hala mutluluk istemek, neyse zaten hiç halim yok	
",0
"RT @DoganTopgul: @bumerang17_25 Herkesin bir korku eşiği vardır. @huseyingulercee'nin ""yiğitliği"" ""Balkon Konuşması""na kadardı. http://t.co…	
",0
"RT @Emtibieber: bu kızın fotoğrafları niye hep yemek yerken ak #ChosenMusicAwards #Beliebers		
",0
"RT @Ez_Reber: Bir tanesi de amed'te iskanevlerinde bulunan evlerinin 6 katından atlayarak intihar etti İntikamını alacağız hövöl https://t.…	
",0
"RT @Hidrojan: Profiline gir ne yazmış bak, kimleri rtlemiş kontrol et, favorilerde sıkıntı var mı? Kimleri takip etmiş? Tebrikler kafayı ye…		
",0
"RT @JeansBiri: 5 milyarlık Sarayından, 1 milyarlık uçağına binip, 3000 koruma ile 7 tur atarak günahlarının silineceğini zanneden bir Hırsı…	
",0
"RT @JeieJey: Göklerde kartal gibiydim,kanatlarımdan vuruldum,mor çiçekli dal gibiydim,bahar vaktinde kırıldım :( http://t.co/RW733PQeXf	
",0
"#SöyleyinOna gecenin bir yarisi ''napicam lan ben '' diyip ağladiginda anlayacak caresizligi.	
",0
"RT @KadinsalSozluk: Sinan Akçılın meşhur olduğu bir ülkede hala keşfedilmemem beni üzüyor	
",0
"RT @KahveVe: Haramda mutluluk ararsan,mutluluk sana haram olur...	
",0
"RT @KasimKartal: Benim çabalarım #yetmiyor Devletin artık el uzatması şart durum çok vahim @fatihportakal 
",0
"RT @Kimbuyagmurrr: Aq gece gece altıma sıçtım artık korkudan cin min töbe töbe ya  bilgilere bak olmaz olsun öyle bilgiler kdkdkd	
",0
"RT @Kitapcumlelerii: Baharı yaz uğruna tükettik, aşkı naz uğruna... Ve papatyaları seviyor sevmiyor uğruna; Derken ömrü tükettik, bir hiç u…	
",0
"RT @KonserimAnkara: Düğünden bir gün önce kızların toplanıp ""Gerizekalı bok mu vardı bu yaşta evleniyorsun""Diye gelini kınadıkları o geceye…	
",0
"RT @Ladyimam: sünnet çocuğunun ismini yatağın başına yazan aileler gibi bisikletin üstüne  cb'nin adını yazmak nasıl bir kafadır	
",0
"RT @Marjinall_Hatun: Böyle gece mi olur amk	
",0
"RT @Muraterdogan1: Hayatlarının baharında bir yaz aşkı bile yaşamadan hayalleri katledilen çocuklarımızdı onlar.... 	
",0
"RT @MusaHub: Günahtan daha büyük bir günah varsa, o da günahına kılıf uydurmaktır. Ondan da büyüğü günahına ""dinî kılıf"" uydurmaktır. Elhak…	
",0
""" Turkcell T11 mi Geliyor?  Ben bu T serisinden tırsıyorum ufaktan. Terminator'ü çağrıştırıyor sanki. 
",0
"#TURKCELL hat almayın salaklıp edipte..en büyük yanlışı yaparsınız.bildiğiniz adamı yağlı kazığa oturtuyorlar 
",0
"RT @Muthaphukkin_G: Koyu bir Semih hayranı olarak söylemeliyim ki; Tuncay'a yapılan bu pislik söylemi lanetliyorum. #semih #ütopya	
",0
"RT @Politikanaliz: Erasmusçu arkadaşıma Türkiye^de halklar diye bir etnisitenin olmadığnı anlatmaktan gına geldi. Siz ne güzel yaşıyor Türk…	
",0
"RT @Puslumaviatlasi: Sabahtan akşama dek simih hakaret etcek alay etcek tuncay susacak cevap vermeyecek varmı öyle bir dünya.. #cafegrubu #…	
",0
"RT @SevdikBeKardes: Bak yine gece oldu karanlıkta kaldık; özledik.	
",0
"RT @SrlKoprulu: Herhangi bir batı ülkesinde olsa PKK bir günde tuzla buz edilirdi. ABD’de olsa PKK, bir iki saat içinde ciyaklayan hale get…	
",0
"RT @TweetSuvarisi: Kahrolsun kafamda defalarca canlandırdığım ama hiçbir zaman gerçekleşmeyen konuşmalar.	
",0
"RT @Yasins69: Gece gece uyunur mu malmısınız siz.	
",0
"RT @YusufDarcan: Sponsor bulamadım demiyorda, bu gece home diyo, hee oldu amk	
",0
"RT @ZekiDemirkubuz: Bu ülkeye ve bu hayata dair hiçbir şeyin, hiçbir zaman benim dilediğim gibi olmayacağını biliyor, artık bundan acı duym…	
",0
"RT @ademyavuza: Manşetten YALAN yaz.ÖSYM’den açıklama gelsin görme.! Medya hiç bir dönem bu kadar rezil olmamıştı. http://t.co/KuktAPMjbr v…	
",0
"#TURKCELL senden çok büyük şlikayetlerim var 
",0
"RT @alpersenal: @berkayylmaazz mutlu musunuz amk gece gece canımız çekti	
",0
"RT @ankaaktas: Anadoluda Ermeni vahşetlerinden..Kars da diri diri ateşe atılıp yanmış halde canlı çıkan bir Türk kadını; http://t.co/MdF141…	
",0
"RT @babadiyorki: Çok mu ayıp hala mutluluk istemek	
",0
"RT @balzamicsirke: Gündüz dertlenebiliyorsan gerçekten dertlisindir. Gece herkes bi dertli bi dertli zaten.	
",0
"RT @batuhanbatili: Mutsuzlukla yoğrulmuşuz mutluluk bize haram...	
",0
"RT @bilemezdimki: Daha fazla güçlü görünmek zorunda olmadığım bir yerde uyandırın beni.	
",0
"RT @bilemezdimki: Daha ne kadar beceremiyormuş gibi gülümseyeceğim? Geçti diyen bir ses de istemiyorum.	
",0
"RT @bilemezdimki: Onca şey geldi başıma, bunların arasında bir sen yoktun.	
",0
"RT @birkizinhuznu: Ben her gece ağlaya ağlaya sana kızarak uyudum. Ve her sabaha seni en başından severek uyandım. Bu canımı nasıl yakıyor …	
",0
"RT @bozkurthkn1071: Bugün israf diyen Arınç, ""vekil maaşları #yetmiyor demişti. Ne dersiniz @fatihportakal http://t.co/kl6Jh0HJ84 
",0
"#TURKCELL seni de ben boykot edicem. 
",0
"RT @bz_yetish: Sanki zaman durdu akmıyor bu gece..	
",0
"RT @cedriginiz: Ben mutsuz olayım, sen mutlu ol. Yok öyle bir dünya, geber.	
",0
"RT @cizgifilmasigi: Hiç bisey sikimde degil bu gece	
",0
"RT @coskununyeri: Saatlerce konuştuğun biriyle şimdi hiç konuşamamak var bir de.	
",0
"RT @delllavita: Sevgi yok zorbalık var insanlık yok faşistlik var mutluluk yok acı var. İşte devlet işte polis işte Türkiye bir cehennem #S…	
",0
"RT @djfkdjfkfkdjfk: mutluluk diye bişey yok	
",0
"RT @elaa3535: .....Mutluluk avuçlarımdaydı yakalamıştım ama kaçtı :)	
",0
"RT @eyvallaa: Mutluluk deyince aklıma hiçbir şey gelmiyor.	
",0
"RT @footbalista_: Hleb: Saha içerisinde sürekli koşmamız ve belirledikleri basit taktikleri uygulamamız için bizi zorluyorlar. Hiçbir derin…	
",0
"RT @fuatavni_f: 1. Fidan görevinden ayrıldığı gün Yezid, 'Bana bir daha o adamdan bahsetmeyin' demişti. Yezid, Fidan'ı affetmiş değil.	
",0
"#Turkcell Superonline bir milyon evin kapisina fiber internet goturdu bizde niye yok bize niye getirmiyorlar 
",0
"RT @fuatavni_f: 4. Yezid, HDP'nin baraj altında kalmasını istiyor. Efkan'ı özel görevlendirdi. Efkan'ın karanlık ve kirli bir ekibi var.	
",0
"RT @hagi1453: 2002'deki bir asgari ücreti 10 çeyrek altın alım gücü varmış şimdiyse yarıya düşmüş resim bunu anlatıyor anlayana http://t.co…	
",0
"RT @hatuncokiyi: Nutella kavanozunun dibi ne kadar hüzünlü bir manzara.	
",0
"RT @ictihad: Sizli-bizli konuşmak beni çok yoruyor, ömrümden ömür, göğsümden neşe götürüyor.	
",0
"RT @ilberreis: 3 üniversite bitirmemiş insanları musallat ettik ömrümüze..	
",0
"RT @ilkesuakbulak: En efsane gece olduğu aşikar yaktın bizi zeynep	
",0
"RT @johnnybravosana: Biraz daha kaşınacak olursan,bahar-alerji dinlemem seni kopartır köpeklere atarım anladın mı,ANLADIN MI? http://t.co/I…	
",0
"RT @kalpsizkelebek: Ve sen çocuk, adam olmanın nasıl bir duygu hissettirdiğini asla öğrenemeyeceksin.	
",0
"RT @kardelenlericin: Bir ülke düşünün eğitim kongresinde öğretmenlerden söz edilmeyen!! O ülke ne yazık ki Türkiye!! @memursen1995 @EgitimB…	
",0
"RT @kimbuWANTED: mutluluk bize spam atmış	
",0
"#Turkcell biraz bir seyler yap Twitter'in Facebook'tan eksigi ne? Onun niye 0'ı m'i yok. Yazik bence. 
",0
"RT @korkubilgileri0: Gece 3ten sonra cinleri düşünmek veya onlardan bahsetmek iyi değildir.Bir nevi onları çağırırsınız. http://t.co/9XxddB…	
",0
"RT @krtklc: #ütopya murat:gece taksicilik yapiodum bi sarhos bindi arabaya dolandirdim durdum bi topar parasini aldim o gece	
",0
"RT @kulturistan: #akm yapılmaz, meydan düzenlenmez. #taksim Dünya'nın en derbeder meydanı. Intikamcı ve müptezel bir zihniyetin eseridir...	
",0
"RT @kuscubesref: Bu Cumartesi Paralel Örgüt'ün Yargı Yapılanması için çok uzun bir gün olacak.	
",0
"RT @ld_venus: Sen içindeki baharı yaşa bensiz,ben içimdeki kışını yaşarım sessiz sedasız... http://t.co/5eS2ngNlum	
",0
"RT @masalperisiiiii: hahahahaha ay koptum gece gece bu tip ne böyle özenti gençlik gibi  #ütopya http://t.co/DCxLue4LWD	
",0
"RT @maske3g: 17*Lan Salak Gökhan.! Seni İninden Çıkartacağız Bu Gece.! Haddini Bilmeyene Ne Yaparlar Oğlan Çocuğu.? Öperiz Seni.!! http://t…	
",0
"RT @mertzorer: Yağmurun durmasını, güneşin açmasını, gece sabahı, kışın baharı beklersen hep bir şeyleri kaçırırsın.	
",0
"RT @muratkorkmaz09: Kaç para ulan bi mutluluk	
",0
"RT @nediyorbaksana: mutluluk deyince aklıma hiçbir şey gelmiyor.	
",0
"#Turkcell bugun hic msj atmadi ""kesin ba$ka biri var"" :/ 
",0
"RT @oncebidinle: Dün gece kulüplerde kucaktan kucağa gezen kızlar, “hayırlı cumalar” başlığı altında dua veya hadis paylaşmadı mı hala!?!	
",0
"RT @onderseren: Bir insan niye günde 700 kere kendi fotosunu çekip buralara atar. Surat aynı surat bi sürpriz yok. Elimde büyüyor resmen.	
",0
"RT @onerkosar: Sanırım mutluluk bize götünü dönmüş.	
",0
"RT @onurr_96: Ulan sabah söverek uyanıyom gece söverek uyuyom allah benim dert kotamı sınırsız mı yaptı aq çek çek bitmiyo	
",0
"RT @orospunuz23: Ben bu gece böyle sikicilerim   - Dilara http://t.co/5Lf1Tu6yzn	
",0
"RT @pedergusto: intihar ediyonuz amk bu ne mutluluk http://t.co/6raHx2w0Kg	
",0
"RT @resithaylamaz: Kimse Yok Mu'nun faaliyetlerine terör demek, çılgın ruh halini gösteren bir vebaldir http://t.co/yHx8JCbAV9 @zamancomtr …	
",0
"RT @seveceksiniz: Yok aşkm en çok seni seviyorum. senden önceki 70 kişi hevesti tek gerçek sensin hiç ayrılmıcaz. bir kezban ilişki durumu	
",0
"RT @slmbentarik: ya sende çekap yaptırsan bile çıkmayacak bir hastalığın var adı da şeref yetmezliği	
",0
"RT @snapchat07: Kıza :D:D konu aç :DDd;DD diyen erkek :D:D ne bileyim :D:D gerizekalı gibi bir şey :D:D	
",0
"#Turkcell cok gıcık oldum sana!!!! 
",0
"RT @songulunsall: Birgün pişmanlık kapını çalarsa, benden Çaldığın 'mutluluk' gelsin aklına...	
",0
"RT @stolgayucel: Bir deri ayakkabı mı insan yapar seni,yoksa elinde kitabı olan koskocaman yüreğe sahip bir adamın terliği mi?Gece sandığın…	
",0
"RT @t_arzumm: büyüyünce geçer dedikleri şey mutluluk değil di mi?	
",0
"RT @tarikbey: @5sekerlicola çocuğun emo olurda klavyesinde q w tuşları bozulur bunalıma girer umarım.  Gece gece günah lan can bu da.	
",0
"RT @tarikosmanoglu: Osmanlı kostümleriyle onu dirilteceğini zannedip tuvalet açılışına kürsü koyanlar, padişahlar fetih dönüşü tevazudan ül…	
",0
"RT @tarikosmanoglu: İsrail'e söverek, Rabia diyerek Filistin'e umut olduğunu zannedenler, siz gece yumuşak döşeklerde yatarken, @kimseyokmu…	
",0
"RT @theistumblr: Adın geçiyor bazen muhabbet esnasında""değişen bir şey yok bitti gitti""diyorum. Söylerken tüylerim diken diken oluyor ama b…	
",0
"RT @theistumblr: Bu gidişle hiçbir şeyin yolunda gideceği yok.	
",0
"RT @theistumblr: Tam diyorum ki, tamam yokluğuna alıştım, iyiyim. Sonra karşıma bir şey çıkıyor, seni anımsatan herhangi bir şey. Ben yine …	
",0
"RT @tuba_tmd: Özür dileyip pişman olanlara daha çok kızdığımız doğrudur.  Bu gece de bu salaklara yakacağım bir adet sigara.	
",0
"#Turkcell dün 4S'i lanse etti, bugün koca Bahariyedeki TIM'de telefon yok. Tcell daha TIM'lere stok göndermemiş... Ne iş yapar bu Turkcell?? 
",0
"RT @umutsuz1ogrenci: Annem az önce ""o vizeler hele bir düşük gelsin"" adlı şiirini okudu.	
",0
"RT @utopyamrt: @altare_ @olympe___  bu gece varya çileden çıktım artık. insanlar bu kadar kör olamaz. pırıl pırıl insanları parmağında oyna…	
",0
"RT @vatsep: Bir gün herkes değişir, anlamak zor gelir bazen.	
",0
"RT @voltarenvultur1: Her Defasında İpleri Birbirine Dolayıp Elimde Tutamadığım Bir Uçurtma Misaliydi Mutluluk...Ya Ben Beceriksizdim,Yada R…	
",0
"RT @xaksamkahvesi: kuzum düşündüm de Hande'de Demet gibi başrollere ait bir oyuncu çok dikkate alıncağını düşünmüyorum ama eğlence amaçlıys…	
",0
"RT @yarinhaber: ""80 tane esnafı çıkartıp 1 kişiye mi mutluluk kuracaksınız""- http://t.co/tANO6HVBAw http://t.co/MUpS2YMQTE	
",0
"RT @zamancomtr: Kimse Yok Mu'nun faaliyetlerine terör demek, çılgın ruh halini gösteren bir vebaldir 	
",0
"RT: Turkcell'den müthiş kampanya: Siz hattınızı Turkcell'e geçirin, biz de size geçirelim. 
",0
"RTÜK bu gece beyaza kaydı 	
",0
"Ruh hastası psikopat gece gece sinirlerimi zıplattı yine..	
",0
"#Turkcell her ay gelen yuksek otesi faturalarımla beni şaşırtmaya devam ediyor.	 
",0
"Rumeli Caddesindeki abone merkezinde nakit parayla fatura ödeyemiyorum 
",0
"Sabah olup erken kalkmam gerekince, bütün gece tweet okudum neden uyumadım diye çok üzülüyorum.	
",0
"Sabahlari biraz daha uyuyim diye gece gec yatmaya calisiyorum umarim basarili olurum bir insan 2 de yatip 7 de kalkarmi ya	
",0
"Sabahtan akşama kadar esneyerek dolanıyorum. akşam eve gelince yine esniyorum ama gece olunca sanki tüm gün uyumuş gibi bi gram uyku yok.	
",0
"Sana gece dert olur yazmamak uyuyamazsın o da mışıl mışıl yatırır yastığa kafasını uyur. AMk böyle işin be usta!	
",0
"Sanki sonu biraz aceleye gelmiş gibi. 
",0
"Seni unuttuğumu mu sandın :D Bu gece de sana sövüyorum Allahsız	
",0
"Sevgili Turkcell bu sana son mektubum. Sen bu mektubu okurken ben çoktan seni terk edip buralardan gitmiş olucam. 
",0
"Sevimsiz bir gece bu yaaa	
",0
"Sikik bi gece daha	
",0
"#Turkcell in Hayat Paylasinca Guzel reklami emotional selling olayini fazla abartmis!Bilincaltina calismasi gerekirken,kor goze parmak sokms 
",0
"Siz şimdi ikinci mesajı neden atmıyor diye üzülüyorsunuz ama ikinci mesaj her zaman mutluluk vermiyor.	
",0
"Size bir itirafta bulunabilir miyim bedensel engelli insanlardan AŞIRI rahatsız oluyorum	
",0
"Sokaklarda bahar havası, her 4 kişiden 2sinde deri ceket modası soğuttunuz deri ceketten	
",0
"Son 1 haftadır ağlamadan uyuduğum bir gece bile yok 	
",0
"Sponsor bulamadım demiyorda, bu gece home diyo, hee oldu amk	
",0
"Superonline beni sinir ettin.. yaa deli oldum :s 
",0
"T @cografyaci0101: #yetmiyor atamasi yapilmamis ogretmenler 2 kez ankara eylemi yapti yetmiyor 3.ankara eylemini yapiyoruz 20 nisanda 
",0
"Tedaşın yeni oyunu bu olsa gerek. Gece elektrik kesiyorlar Namussuzlar	
",0
"Tsk #Zara gece gece efkarlandırdınnn http://t.co/e9lfwevnLT	
",0
"Ulan twitterıma virüs girdi kendi kendine tivit falan atiyo nasıl sinirlendim gece gece iş çıkartıyolar	
",0
""" hepsi ayni bunlarin, biz de trkcll superonline ile kavga edip iptal ettirdik. Isik hizinda rezaletti!!#TurkTelekomYeterArama"" 
",0
"#Turkcell umarım bundan sonra kafasına sarı anten geçiren,mıy mıy konuşan v ayağına inşaat çizmesi giyen çocukları kullanmazsın reklamlarında 
",0
"Uyku haram bu gece 	
",0
"Uyku tutmayan bir gece daha	
",0
"Uykuya bile tutunamadık bu gece..	
",0
"Uykuyu bu kadar sevipte gece uykumuz geldiğinde ona direnmek ayrı bi manyaklık	
",0
"Uçurum olur cellat olur her gece..	
",0
"Ve ben enkaz altında mahsur #MutluluğunTekFormulü 
",0
"Ve hayat dile gelir; Nah sana mutluluk.	
",0
"Vize tatiline gideyim derken bahar temizligine gelmişim .	
",0
"Ya ben senin her gece aynı saatte kesilen elektriğini sikiyim #batman	
",0
"Ya gece gece aglamak ne	
",0
"#Turkcell'den yeni bir hizmet daha! Unutkanlık. Numaranızı verin, biz yine soralım. Hayat salladıkça güzel. 
",0
"Ya mevsimlerden baharı yok edelim yada ''Aşk'' denilen,  tek başına,  kendince kendi kendine yaşanmayan illet yok olsun..Aşk aşk aşkk 	
",0
"Yanlış düşündüğüm için mi her gece yanlız üşüdüm?	
",0
"Yarama merhem olan sözleri vardı, şimdi ne sözü ne kendisi var. Velhasıl bıraktığı kocaman bir yara var, kabuk bağlamak bilmeyen.	
",0
"Yav bi susun yeter yav,gece 2 oldu ne düğünmus be	
",0
"Yemek ayıran bir kocam olursa onu döverim. Hep çocuğa kötü örnek bak.		
",0
"Yemin ediyorum bu kirpi gerizekalı. Her gece sensörü yakıp, sensörden korkup kaçıyor. Psikopat hayvan.	
",0
"Yine gece gece aklıma delice şeyler geliyor.	
",0
"Yine gece gece piçlik damarlarım kabarmaya başladı ☺	
",0
"Yine gece oldu yine kaldık yalnız başımıza. Gelde çı k işin içinden yani olmuyor, olmuyor istesemde.	
",0
"Yine her yılda bir düzenlenen kız kavgası başlamıştır.Başrolde ben varım.Hayırlı olsun.	
",0
"#Vodafone yeterince başarılı olabildi mi bilmiorum ama #Turkcell'den daha sinir bozucu reklam yapabilmekte epey başarılılar  orası net.. 
",0
"Yine iğrenç bir gece daha ulan	
",0
"Yine saçma sapan bir gece...	
",0
"Yine uykusuz uzun bir gece	
",0
"Yorgun bir gece.	
",0
"Yoruldu kadın. Güçlü olmaya çalışmaktan. Her gece unutmaya çalışmaktan Her sabah hatırlamaktan, yoruldu.	
",0
"Yorumları okuduğumda gitmemeye karar vermiştim. Arkadaşım gitmek isteyince kıramadım. Sonuçta hep beraber sıkıldık. Tavsiye etmiyorum. 
",0
"Zorla geldiğim bir basketbol maçı daha (@ Dumlupınar Spor Salonu in Kütahya w/ @nuuuuuuuuur @resultetik43) https://t.co/FSgoHrdhWK	
",0
"aa ne sıkıcı bi gece	
",0
"allah belanı versinnn . 
",0
"allah belanızı versin.ulan acil işim olsa kanser edersiniz adamı ben ses tanıma kaydı yapmak zorundamıyım kardeşim. 
",0
"#YeniYilKararlarim RT yapana masaüstü bişisi veriyoms.sen önce kazığı sok malum yere sonra takvim ver.ver allahım vr..tavaynan! 
",0
"allah belasını versın:)))))))))) 
",0
"arkadaşlar neden filme gidip sonra yorum yapmıyosunuz 
",0
"ayattansogutanseyler her şey süper hızlıyken bir sürü download yaparken superonline'dan ""adil kullanım kotanızın..."" maili gelmesi. piçler 
",0
"ağlatıcan gece gece aq kızı nasıl tivit o öyle	
",0
"bahar çarptı beni lan	
",0
"belki bi gece aynı yıldıza bakar ağlarız,	
",0
"belki bi gün uzak bi şehrin sonbaharında yaşlanırız.	
",0
"ben artık eve bu saatte gelip akşam yemeğini bu saatte yemek istemiyorum ya bu nassssıl düzensiz bi hayattır..		
",0
"benden aldıklarını geri ver turkcell. âmin 
",0
"bi turkcell mesaj atıyo bi de turkcell ve bi de turkcell :( 
",0
"#gercektenbiktim avea türkcell vodefone reklamların dan tiskindimm haaa 
",0
"bir bahar akşamı sen diye öldüm ben	
",0
"bir kadın onca şeye rağmen her gece yastığa başını koyunca düşünüyorsa üstünü örtmüş müdür diye, gel artık be insafsız gel!	
",0
"bizim bahar şenliklerine iggy azalea falan gelecek diyolar aq ahsdhashdhasfhhasd inanmayın kardeşim böyle şeylere LoL	
",0
"boyle gece olmaz olsun aq #offline	
",0
"bu gece herkes aşk acısı ve saçma sapan şeyler yazmak için mi giriş yaptı	
",0
"bu gece yine bütün evreni ateşe veresim var	
",0
"bu gece üstümde titanikteki kemancı rahatlıgı var batmazsak amk	
",0
"bu ne biçim gece	
",0
"bu yabancı yemek kanallarında ne kafası yaşıyorlar.. Tarantula yenir mi ya ..		
",0
"bu zehniyyətlə yetişdirilən insanların vəzifəsi soruşmaq deyil,cavab vermkədir.tək bir doğrunun olduğu cəmiyyətdə sorğu keçirmək labüddür?	
",0
"#hayatpaylasincaguzel  Paylaşamıyoruz, çünkü tcell odamdan çekmiyor. Bir alo demek için 3 dk harcayınca paylaşmış olmuyoruz. 
",0
"busrasiz sabahlayacagim ilk gece 	
",0
"böyle ekonomi sayfası görmedim, herşeyde en iyiyiz; ekonomi uçuyor, patlıyor, zirvede... 
",0
"büyüyünce geçer dedikleri şey mutluluk değil di dimi?	
",0
"canım cok sıkıldı benim gece gece uyunurmu ya sksosjdnls	
",0
"elbet bir gün öleceğiz...	
",0
"en doğru kararı vermiş olursun, turkcell ve superonlineden uzak durun. Soyup sovana çeviriyorlar. Ben kurtuldum dostum 
",0
"en iyi 3G bende dıyorsun ama çekmiyor canım cekmiyooor!!! Sözleşmem bitsin 10 senelik müşterin gidiyor. Bilginize! #turkcell 
",0
"en kısa süRe içiNde supeRonLine iLe oLan iLişkimi biTiriyoruM,iLanen duyRuLur.. 
",0
"ergenim ben tamam mı? Turkcell'in kalıplarına tüküreyim,o dedi. Bok mu vardı ki şimdi uğraştım? Tamam sakinim. Evet. :| 
",0
"evet o.c tcell 10 aydir bole! 
",0
"#hayatpaylasincaguzel 3G m calismiyor turkcell duy beni 
",0
"evett katılıyorum mehmetcim turkcell in cekeme gücü mükemmelll :( hic bi yerde cekmio..!! 
",0
"evimde #turkcell hiç bir şekilde çekmiyor.. incelenmesi için ne yapmam gerekiyor acaba? teşekkürler. 
",0
"eğer ayın 26sında hala eline ulaşmayacaksa, 16sında geliyor diye reklam yapma turkcell. 
",0
"faturala, müsteri uyanık cıkıp hakkında ısrar ederse uzatmadan faturadan düş. Ben uzatmadım, cunku Türkiye'de artık 
",0
"faturali hattima hic bir indirim hediye alamazken 20 tl yukleyen hazirkartliya milyonlarca dakika hediye 
",0
"faturalı hattı mı konturluye çevirdim. Extradan 2 ay sonra fatura geldi onuda ödediğim yine fatura geldi Kapitalizm=Turkcelll 
",0
"film ızlıyordumm :( görmedim ve suan sinirlıyım turkcell oyalıyor hep beni 
",0
"firma ciddiyetine inandığım türkcell maalesef 3 aydır öyle problemler yaşattıki,ve maalesef tek muhatabınız müşteri hizmetleri 
",0
"gece gece engelde yediğime göre rahat rahat uyuyabilirim	
",0
"gece gece milleti ne  ispiyonladım la harbi çok ibneyim dafjdsfd	
",0
"#hayatpaylasincaguzel : Dünyanın özel iletişime en çok vergi veren kerizi olmak istiyorsanız tabii ki adresiniz Turkcell olsun! :) 
",0
"gece gece yemek fotosu atanlar kaşardır aksini idda eden orspu 		
",0
"gece gece öğrendim çok sevmenin suç olduğunu	
",0
"gece saat 01.24 bu kalp sana hasret be Cardozo	
",0
"geceleri moralim bozuksa yemek yiyorum, yemek yedikçe moralim bozuluyo. bu döngünün sonu 110 kiloya gider böyle.		
",0
"gerçekten cok tsk ederim 2 gündür hattımı kullanamadıgım için,sistemlerinizin.neyse kötü oldugunu söyliyim yeter 
",0
"gerçeği görmek çoğu zaman zordur para verip sinemaya gidip gerçeği görmeye herkes katlanamaz. katlanamayanları yorumlarından zaten anlıyoruz 
",0
"gördüğüm en adi şerefsiz kurumsunuz 
",0
"hakketten ya turkcell e sinir oluyorum :) 
",0
"her gece annemden gizli ağlamaktan bıktım.	
",0
"her gece daha yorgun	
",0
"#hayattansogutanseyler  turkcellin çok pahalı olması. 
",0
"iki kez denedim bişeyi paylaşmayı sürekli hata verdi vay anasını! sıçıyım internetine türkcell 
",0
